l
85
108
127
146
165
184
203
222
238
253
268
283
299
314
329
341
356
367
383
394
406
417
429
440
451
463
474
486
497
509
516
528
536
547
555
566
574
585
593
601
608
616
627
635
643
650
658
665
669
677
685
692
696
704
711
715
723
727
734
738
742
750
753
757
761
765
769
772
776
780
784
788
792
792
795
795
795
799
799
799
799
803
803
803
803
803
803
799
799
795
792
784
776
769
761
753
746
742
734
727
719
711
707
700
692
685
677
673
665
658
650
650
650
650
650
654
654
654
654
658
658
658
658
662
662
662
665
665
665
665
669
669
669
669
673
673
673
677
677
677
677
681
681
681
685
685
685
685
688
688
688
692
692
692
692
696
696
696
700
700
700
704
704
704
707
707
711
711
715
715
719
719
723
727
727
730
734
734
738
738
742
746
746
750
750
753
753
757
757
761
761
765
765
769
769
772
772
772
776
776
776
780
780
780
784
784
784
788
788
788
788
788
792
792
792
792
792
792
795
795
795
795
795
795
795
795
795
795
795
795
795
795
795
795
795
795
792
792
792
792
792
792
788
788
788
784
784
784
780
780
776
776
776
772
772
772
772
769
769
769
769
765
765
765
765
765
765
765
765
769
769
772
772
776
780
780
784
788
788
792
795
799
799
803
807
811
811
814
818
822
822
826
830
834
837
837
841
845
849
853
853
857
860
864
864
868
872
876
879
879
883
887
891
891
895
899
902
906
906
910
914
918
921
925
929
933
937
937
941
944
948
952
956
960
963
963
967
971
975
979
983
983
986
990
994
998
998
1002
1006
1006
1009
1013
1013
1017
1021
1021
1021
1025
1025
1025
1021
1021
1021
1021
1017
1017
1013
1009
1009
1006
1002
998
994
990
986
983
979
975
967
963
956
952
944
941
933
929
921
918
910
906
899
895
891
887
887
883
879
879
879
876
876
876
876
876
876
876
876
879
879
879
883
883
887
887
887
891
891
891
891
895
895
895
895
899
899
899
899
902
902
902
902
902
902
906
906
906
906
906
906
906
906
910
910
906
906
906
902
902
899
895
891
887
883
879
872
868
860
857
849
841
834
826
818
811
811
818
826
830
837
845
845
849
849
849
849
853
853
853
853
853
857
857
860
860
860
860
864
864
864
864
864
864
860
860
860
857
857
853
849
845
841
837
834
830
826
826
822
818
818
814
811
811
807
807
807
807
803
803
803
803
803
803
803
803
803
803
803
803
807
807
807
807
811
811
811
811
811
811
811
811
811
811
811
811
814
811
811
811
811
811
811
811
811
811
811
811
811
811
807
807
807
807
807
807
803
803
803
803
799
799
799
795
795
795
792
792
788
788
788
784
784
780
776
776
772
769
769
765
761
757
753
750
746
742
734
730
723
715
707
696
685
669
658
646
635
623
608
597
585
574
562
547
536
524
513
497
486
474
459
448
432
421
409
394
379
367
356
352
345
341
337
333
329
325
322
318
318
314
314
310
310
306
306
302
302
302
299
299
299
299
299
295
295
295
295
295
295
295
295
295
291
291
291
291
291
291
291
295
295
295
295
295
295
295
295
295
295
295
291
291
291
291
291
291
287
287
287
287
283
283
283
280
280
280
276
276
272
272
272
268
268
264
260
260
257
257
253
253
249
245
245
241
238
234
230
230
226
222
218
218
215
211
211
207
203
203
199
199
195
195
192
192
188
188
188
188
188
184
184
184
184
180
180
180
176
176
176
173
173
169
169
169
165
165
165
161
161
157
157
157
153
153
153
150
150
146
146
142
142
142
138
138
134
134
134
131
131
127
127
123
123
119
119
119
115
115
111
111
108
108
104
104
100
100
96
96
92
92
89
85
85
81
81
77
77
77
77
77
77
77
77
77
77
77
77
77
81
81
81
81
81
81
81
85
85
85
85
85
89
89
89
89
92
92
92
92
96
96
96
100
100
100
104
104
104
108
108
111
111
111
115
115
119
119
123
127
127
131
131
134
138
138
142
146
146
150
153
157
161
165
169
173
176
180
184
188
192
